-0.000916, -0.000793, -0.000946, -0.000824, -0.000977, -0.000793, -0.000916, -0.000824, -0.001038, -0.000916, -0.000946, -0.000916, -0.001099, -0.001007, -0.001099, -0.001068, -0.001190, -0.001221, -0.001099, -0.001282, -0.001221, -0.001282, -0.001282, -0.001160, -0.001282, -0.001190, -0.001312, -0.001221, -0.001282, -0.001129, -0.001282, -0.001160, -0.001221, -0.001221, -0.001129, -0.001190, -0.001160, -0.001160, -0.001190, -0.001160, 
-0.001221, -0.001068, -0.001129, -0.001068, -0.001007, -0.001068, -0.001007, -0.000977, -0.000977, -0.000916, -0.000824, -0.000854, -0.000702, -0.000916, -0.000641, -0.000916, -0.000641, -0.000793, -0.000702, -0.000793, -0.000763, -0.000763, -0.000763, -0.000854, -0.000793, -0.000854, -0.000824, -0.000916, -0.000885, -0.000916, -0.000885, -0.000916, -0.000977, -0.000916, -0.001007, -0.000977, -0.001007, -0.001007, -0.000977, -0.001068, 
-0.000946, -0.001160, -0.000977, -0.001068, -0.001068, -0.001160, -0.001007, -0.001282, -0.000946, -0.001251, -0.001129, -0.001190, -0.001190, -0.001251, -0.001251, -0.001343, -0.001282, -0.001343, -0.001190, -0.001404, -0.001251, -0.001312, -0.001221, -0.001282, -0.001282, -0.001312, -0.001221, -0.001221, -0.001190, -0.001038, -0.001099, -0.000977, -0.001038, -0.000916, -0.000885, -0.000824, -0.000763, -0.000824, -0.000671, -0.000824, 
-0.000671, -0.000793, -0.000641, -0.000793, -0.000610, -0.000702, -0.000763, -0.000732, -0.000702, -0.000824, -0.000671, -0.000854, -0.000641, -0.000824, -0.000641, -0.000641, -0.000702, -0.000580, -0.000763, -0.000580, -0.000671, -0.000519, -0.000763, -0.000549, -0.000824, -0.000549, -0.000763, -0.000732, -0.000763, -0.000854, -0.000793, -0.000916, -0.000854, -0.001007, -0.000946, -0.001038, -0.001099, -0.001099, -0.001190, -0.001099, 
-0.001190, -0.001221, -0.001312, -0.001282, -0.001312, -0.001343, -0.001282, -0.001404, -0.001190, -0.001282, -0.001251, -0.001221, -0.001160, -0.001221, -0.001160, -0.001129, -0.001190, -0.001190, -0.001099, -0.001129, -0.001099, -0.001068, -0.001038, -0.001099, -0.001038, -0.000916, -0.000946, -0.000946, -0.000885, -0.000946, -0.000793, -0.000916, -0.000824, -0.000793, -0.000793, -0.000732, -0.000702, -0.000641, -0.000732, -0.000641, 
-0.000580, -0.000610, -0.000519, -0.000519, -0.000458, -0.000519, -0.000488, -0.000366, -0.000488, -0.000427, -0.000427, -0.000427, -0.000397, -0.000488, -0.000427, -0.000488, -0.000458, -0.000519, -0.000549, -0.000519, -0.000610, -0.000610, -0.000641, -0.000671, -0.000732, -0.000671, -0.000793, -0.000732, -0.000824, -0.000854, -0.000916, -0.001007, -0.000854, -0.001129, -0.000977, -0.001221, -0.001099, -0.001221, -0.001068, -0.001282, 
-0.001068, -0.001221, -0.001068, -0.001129, -0.001068, -0.000977, -0.001068, -0.001007, -0.001007, -0.000946, -0.001038, -0.000946, -0.000977, -0.000977, -0.000854, -0.001068, -0.000946, -0.001068, -0.001038, -0.000885, -0.001099, -0.000885, -0.001007, -0.000916, -0.000916, -0.000854, -0.000854, -0.000793, -0.000702, -0.000793, -0.000519, -0.000732, -0.000458, -0.000641, -0.000366, -0.000549, -0.000366, -0.000458, -0.000366, -0.000519, 
-0.000366, -0.000366, -0.000427, -0.000275, -0.000427, -0.000427, -0.000427, -0.000549, -0.000488, -0.000610, -0.000488, -0.000641, -0.000580, -0.000763, -0.000641, -0.000641, -0.000702, -0.000671, -0.000702, -0.000732, -0.000702, -0.000763, -0.000732, -0.000793, -0.000702, -0.000824, -0.000732, -0.000793, -0.000824, -0.000793, -0.000854, -0.000885, -0.000824, -0.000854, -0.000916, -0.000977, -0.000854, -0.001007, -0.000793, -0.001160, 
-0.000946, -0.001129, -0.001038, -0.001068, -0.001038, -0.001038, -0.001007, -0.000977, -0.001038, -0.000977, -0.000946, -0.000977, -0.000793, -0.000916, -0.000763, -0.000702, -0.000793, -0.000671, -0.000732, -0.000732, -0.000580, -0.000671, -0.000519, -0.000580, -0.000610, -0.000458, -0.000732, -0.000366, -0.000671, -0.000336, -0.000610, -0.000519, -0.000458, -0.000458, -0.000488, -0.000458, -0.000458, -0.000458, -0.000458, -0.000549, 
-0.000519, -0.000549, -0.000671, -0.000488, -0.000671, -0.000641, -0.000641, -0.000885, -0.000519, -0.000885, -0.000519, -0.000885, -0.000641, -0.000824, -0.000732, -0.000824, -0.000763, -0.000885, -0.000824, -0.000885, -0.000885, -0.000946, -0.001007, -0.000977, -0.000977, -0.000916, -0.001007, -0.000885, -0.001099, -0.000854, -0.001129, -0.000854, -0.001129, -0.000977, -0.001038, -0.000977, -0.001007, -0.000946, -0.000854, -0.000946, 
-0.000824, -0.000854, -0.000824, -0.000671, -0.000732, -0.000671, -0.000580, -0.000671, -0.000580, -0.000610, -0.000519, -0.000549, -0.000427, -0.000458, -0.000427, -0.000427, -0.000397, -0.000336, -0.000427, -0.000366, -0.000366, -0.000336, -0.000336, -0.000427, -0.000366, -0.000366, -0.000458, -0.000336, -0.000580, -0.000397, -0.000549, -0.000458, -0.000671, -0.000488, -0.000580, -0.000488, -0.000549, -0.000549, -0.000580, -0.000488, 
-0.000610, -0.000519, -0.000610, -0.000519, -0.000610, -0.000641, -0.000610, -0.000824, -0.000732, -0.000885, -0.000946, -0.000885, -0.001038, -0.000977, -0.001129, -0.001129, -0.001068, -0.001251, -0.001068, -0.001282, -0.001007, -0.001251, -0.000916, -0.001190, -0.001007, -0.000977, -0.001099, -0.000854, -0.001099, -0.000854, -0.001007, -0.000854, -0.000885, -0.000854, -0.000885, -0.000916, -0.000793, -0.000916, -0.000702, -0.000916, 
-0.000702, -0.000854, -0.000732, -0.000763, -0.000732, -0.000671, -0.000641, -0.000488, -0.000641, -0.000488, -0.000580, -0.000549, -0.000366, -0.000519, -0.000397, -0.000397, -0.000336, -0.000427, -0.000214, -0.000488, -0.000183, -0.000336, -0.000244, -0.000275, -0.000397, -0.000214, -0.000397, -0.000275, -0.000397, -0.000305, -0.000427, -0.000397, -0.000488, -0.000488, -0.000580, -0.000580, -0.000610, -0.000580, -0.000549, -0.000793, 
-0.000610, -0.000793, -0.000702, -0.000793, -0.000732, -0.000916, -0.000702, -0.000885, -0.000916, -0.000824, -0.000977, -0.000824, -0.000946, -0.000885, -0.000885, -0.000885, -0.000824, -0.000885, -0.000916, -0.000854, -0.000854, -0.000946, -0.000793, -0.000916, -0.000854, -0.000854, -0.000854, -0.000763, -0.000824, -0.000854, -0.000732, -0.000824, -0.000610, -0.000763, -0.000702, -0.000671, -0.000732, -0.000580, -0.000641, -0.000519, 
-0.000641, -0.000519, -0.000519, -0.000580, -0.000549, -0.000549, -0.000519, -0.000366, -0.000519, -0.000305, -0.000366, -0.000336, -0.000275, -0.000366, -0.000244, -0.000275, -0.000427, -0.000214, -0.000427, -0.000244, -0.000305, -0.000397, -0.000366, -0.000427, -0.000458, -0.000519, -0.000549, -0.000641, -0.000519, -0.000671, -0.000580, -0.000702, -0.000702, -0.000641, -0.000793, -0.000671, -0.000702, -0.000732, -0.000763, -0.000641, 
-0.000793, -0.000641, -0.000854, -0.000610, -0.000854, -0.000549, -0.000824, -0.000641, -0.000885, -0.000671, -0.000824, -0.000702, -0.000854, -0.000671, -0.000916, -0.000702, -0.000946, -0.000732, -0.000854, -0.000854, -0.000854, -0.000763, -0.000732, -0.000702, -0.000763, -0.000580, -0.000732, -0.000519, -0.000610, -0.000610, -0.000427, -0.000641, -0.000275, -0.000549, -0.000336, -0.000397, -0.000366, -0.000305, -0.000397, -0.000275, 
-0.000244, -0.000275, -0.000305, -0.000336, -0.000244, -0.000397, -0.000244, -0.000427, -0.000305, -0.000336, -0.000488, -0.000397, -0.000519, -0.000427, -0.000549, -0.000366, -0.000580, -0.000366, -0.000610, -0.000458, -0.000488, -0.000549, -0.000366, -0.000580, -0.000458, -0.000580, -0.000671, -0.000549, -0.000763, -0.000671, -0.000732, -0.000854, -0.000702, -0.000885, -0.000702, -0.000854, -0.000824, -0.000885, -0.000824, -0.000824, 
-0.000793, -0.000793, -0.000763, -0.000793, -0.000732, -0.000763, -0.000671, -0.000732, -0.000641, -0.000732, -0.000549, -0.000763, -0.000549, -0.000610, -0.000519, -0.000519, -0.000671, -0.000458, -0.000549, -0.000458, -0.000427, -0.000488, -0.000366, -0.000366, -0.000366, -0.000305, -0.000214, -0.000153, -0.000153, -0.000183, -0.000153, -0.000305, -0.000092, -0.000214, -0.000153, -0.000153, -0.000214, -0.000275, -0.000214, -0.000244, 
-0.000275, -0.000305, -0.000397, -0.000336, -0.000336, -0.000305, -0.000336, -0.000397, -0.000336, -0.000366, -0.000397, -0.000305, -0.000488, -0.000275, -0.000458, -0.000397, -0.000427, -0.000519, -0.000519, -0.000610, -0.000580, -0.000641, -0.000641, -0.000732, -0.000793, -0.000763, -0.000854, -0.000793, -0.000885, -0.000824, -0.000946, -0.000793, -0.000977, -0.000854, -0.000824, -0.001038, -0.000824, -0.000946, -0.000793, -0.000824, 
-0.000916, -0.000671, -0.000854, -0.000641, -0.000671, -0.000793, -0.000549, -0.000763, -0.000488, -0.000702, -0.000488, -0.000458, -0.000427, -0.000397, -0.000488, -0.000336, -0.000519, -0.000336, -0.000427, -0.000275, -0.000458, -0.000275, -0.000427, -0.000305, -0.000366, -0.000244, -0.000244, -0.000183, -0.000183, -0.000183, -0.000092, -0.000153, -0.000092, -0.000031, -0.000153, 0.000031, -0.000122, 0.000031, -0.000122, -0.000031, 
-0.000122, -0.000092, -0.000092, -0.000183, -0.000305, -0.000153, -0.000366, -0.000183, -0.000458, -0.000305, -0.000519, -0.000458, -0.000458, -0.000610, -0.000458, -0.000641, -0.000580, -0.000610, -0.000702, -0.000610, -0.000671, -0.000732, -0.000580, -0.000793, -0.000488, -0.000854, -0.000549, -0.000763, -0.000702, -0.000671, -0.000824, -0.000549, -0.000763, -0.000610, -0.000793, -0.000641, -0.000793, -0.000641, -0.000763, -0.000732, 
-0.000641, -0.000671, -0.000641, -0.000580, -0.000641, -0.000458, -0.000641, -0.000519, -0.000519, -0.000549, -0.000336, -0.000580, -0.000336, -0.000519, -0.000244, -0.000427, -0.000275, -0.000366, -0.000122, -0.000214, -0.000122, -0.000214, -0.000092, -0.000214, -0.000214, -0.000153, -0.000244, -0.000183, -0.000244, -0.000244, -0.000275, -0.000275, -0.000366, -0.000244, -0.000366, -0.000275, -0.000427, -0.000305, -0.000427, -0.000336, 
-0.000397, -0.000427, -0.000427, -0.000458, -0.000519, -0.000519, -0.000549, -0.000580, -0.000549, -0.000702, -0.000641, -0.000732, -0.000793, -0.000702, -0.000702, -0.000732, -0.000763, -0.000732, -0.000732, -0.000671, -0.000671, -0.000641, -0.000671, -0.000610, -0.000702, -0.000671, -0.000732, -0.000641, -0.000702, -0.000702, -0.000641, -0.000671, -0.000580, -0.000763, -0.000519, -0.000732, -0.000549, -0.000580, -0.000641, -0.000519, 
-0.000519, -0.000519, -0.000397, -0.000336, -0.000275, -0.000336, -0.000122, -0.000275, -0.000122, -0.000183, -0.000214, 0.000000, -0.000183, 0.000000, -0.000092, -0.000122, -0.000122, -0.000183, -0.000183, -0.000183, -0.000183, -0.000275, -0.000153, -0.000305, -0.000305, -0.000458, -0.000183, -0.000458, -0.000214, -0.000458, -0.000336, -0.000366, -0.000397, -0.000305, -0.000427, -0.000336, -0.000488, -0.000488, -0.000519, -0.000458, 
-0.000549, -0.000580, -0.000610, -0.000580, -0.000641, -0.000671, -0.000702, -0.000519, -0.000732, -0.000458, -0.000763, -0.000610, -0.000763, -0.000671, -0.000824, -0.000610, -0.000763, -0.000732, -0.000702, -0.000793, -0.000580, -0.000702, -0.000610, -0.000671, -0.000549, -0.000580, -0.000580, -0.000427, -0.000549, -0.000244, -0.000458, -0.000244, -0.000336, -0.000244, -0.000275, -0.000183, -0.000183, -0.000153, -0.000214, -0.000183, 
-0.000275, -0.000153, -0.000214, -0.000092, -0.000244, 0.000000, -0.000275, -0.000061, -0.000153, -0.000153, -0.000122, -0.000092, -0.000275, 0.000000, -0.000305, -0.000031, -0.000275, -0.000183, -0.000153, -0.000305, -0.000183, -0.000275, -0.000305, -0.000275, -0.000336, -0.000336, -0.000336, -0.000427, -0.000519, -0.000427, -0.000610, -0.000549, -0.000671, -0.000549, -0.000763, -0.000580, -0.000732, -0.000610, -0.000702, -0.000702, 
-0.000732, -0.000671, -0.000824, -0.000549, -0.000824, -0.000519, -0.000824, -0.000641, -0.000793, -0.000641, -0.000763, -0.000580, -0.000854, -0.000519, -0.000732, -0.000488, -0.000702, -0.000519, -0.000641, -0.000427, -0.000488, -0.000397, -0.000458, -0.000366, -0.000458, -0.000305, -0.000397, -0.000336, -0.000275, -0.000275, -0.000214, -0.000275, -0.000153, -0.000305, -0.000122, -0.000214, -0.000122, -0.000092, -0.000153, -0.000031, 
-0.000092, -0.000031, -0.000092, -0.000092, 0.000000, -0.000153, 0.000061, -0.000153, -0.000092, -0.000031, -0.000061, -0.000153, -0.000061, -0.000214, -0.000031, -0.000122, -0.000214, -0.000122, -0.000122, -0.000153, -0.000153, -0.000305, -0.000275, -0.000336, -0.000458, -0.000427, -0.000458, -0.000488, -0.000549, -0.000610, -0.000702, -0.000610, -0.000702, -0.000641, -0.000580, -0.000793, -0.000580, -0.000671, -0.000641, -0.000671, 
-0.000641, -0.000702, -0.000549, -0.000549, -0.000519, -0.000488, -0.000610, -0.000427, -0.000580, -0.000580, -0.000519, -0.000641, -0.000641, -0.000549, -0.000641, -0.000519, -0.000671, -0.000488, -0.000549, -0.000519, -0.000488, -0.000458, -0.000305, -0.000366, -0.000305, -0.000244, -0.000244, -0.000214, -0.000183, -0.000214, -0.000061, -0.000153, 0.000000, -0.000061, 0.000031, -0.000031, -0.000031, -0.000092, 0.000061, -0.000153, 
0.000061, -0.000214, 0.000000, -0.000153, -0.000092, -0.000153, -0.000183, -0.000183, -0.000122, -0.000275, -0.000214, -0.000336, -0.000305, -0.000244, -0.000366, -0.000336, -0.000427, -0.000336, -0.000488, -0.000336, -0.000488, -0.000488, -0.000458, -0.000458, -0.000549, -0.000366, -0.000458, -0.000336, -0.000458, -0.000397, -0.000427, -0.000458, -0.000488, -0.000427, -0.000549, -0.000336, -0.000519, -0.000336, -0.000610, -0.000366, 
-0.000549, -0.000427, -0.000458, -0.000397, -0.000397, -0.000336, -0.000427, -0.000305, -0.000336, -0.000305, -0.000305, -0.000244, -0.000275, -0.000214, -0.000153, -0.000275, -0.000061, -0.000214, -0.000153, -0.000092, -0.000214, -0.000031, -0.000183, 0.000031, -0.000092, 0.000092, -0.000061, 0.000000, -0.000031, 0.000000, 0.000000, -0.000031, -0.000061, -0.000122, -0.000031, -0.000122, -0.000092, -0.000183, -0.000092, -0.000275, 
-0.000122, -0.000366, -0.000183, -0.000488, -0.000214, -0.000519, -0.000336, -0.000427, -0.000488, -0.000427, -0.000458, -0.000458, -0.000519, -0.000458, -0.000488, -0.000519, -0.000488, -0.000610, -0.000519, -0.000549, -0.000549, -0.000549, -0.000610, -0.000488, -0.000732, -0.000549, -0.000641, -0.000580, -0.000610, -0.000610, -0.000580, -0.000702, -0.000580, -0.000641, -0.000549, -0.000549, -0.000488, -0.000488, -0.000549, -0.000336, 
-0.000458, -0.000305, -0.000366, -0.000275, -0.000244, -0.000305, -0.000153, -0.000122, -0.000122, -0.000061, -0.000031, -0.000061, -0.000092, 0.000000, 0.000092, -0.000031, 0.000153, -0.000031, 0.000092, -0.000061, -0.000031, 0.000031, -0.000122, 0.000000, -0.000214, -0.000061, -0.000153, -0.000153, -0.000183, -0.000122, -0.000183, -0.000153, -0.000214, -0.000183, -0.000214, -0.000153, -0.000122, -0.000214, -0.000061, -0.000336, 
-0.000092, -0.000275, -0.000336, -0.000244, -0.000488, -0.000366, -0.000519, -0.000702, -0.000519, -0.000702, -0.000549, -0.000580, -0.000732, -0.000549, -0.000732, -0.000519, -0.000732, -0.000702, -0.000641, -0.000702, -0.000488, -0.000641, -0.000427, -0.000610, -0.000458, -0.000641, -0.000366, -0.000488, -0.000244, -0.000427, -0.000336, -0.000397, -0.000275, -0.000427, -0.000153, -0.000397, -0.000214, -0.000305, -0.000305, -0.000122, 
-0.000183, -0.000061, -0.000092, -0.000031, -0.000031, -0.000122, -0.000031, 0.000061, 0.000000, 0.000092, 0.000153, 0.000092, 0.000092, 0.000000, 0.000183, 0.000000, 0.000153, 0.000031, 0.000122, 0.000061, 0.000092, 0.000000, 0.000122, 0.000000, -0.000061, 0.000092, -0.000122, 0.000183, -0.000153, 0.000000, -0.000153, -0.000153, -0.000122, -0.000244, -0.000214, -0.000305, -0.000336, -0.000366, -0.000458, -0.000458, 
-0.000458, -0.000580, -0.000580, -0.000549, -0.000549, -0.000519, -0.000519, -0.000610, -0.000519, -0.000519, -0.000549, -0.000519, -0.000549, -0.000519, -0.000549, -0.000549, -0.000580, -0.000488, -0.000610, -0.000397, -0.000549, -0.000519, -0.000366, -0.000488, -0.000366, -0.000244, -0.000397, -0.000275, -0.000336, -0.000397, -0.000275, -0.000275, -0.000275, -0.000153, -0.000275, -0.000122, -0.000214, -0.000275, -0.000244, -0.000183, 
-0.000061, -0.000122, 0.000000, -0.000061, 0.000000, 0.000031, -0.000031, 0.000061, 0.000061, 0.000092, 0.000031, 0.000092, 0.000153, 0.000092, 0.000092, 0.000061, 0.000031, 0.000092, 0.000031, -0.000122, -0.000031, -0.000183, -0.000061, -0.000275, -0.000183, -0.000336, -0.000275, -0.000336, -0.000244, -0.000427, -0.000275, -0.000397, -0.000366, -0.000366, -0.000397, -0.000397, -0.000366, -0.000244, -0.000336, -0.000275, 
-0.000336, -0.000427, -0.000183, -0.000519, -0.000183, -0.000427, -0.000305, -0.000427, -0.000397, -0.000336, -0.000427, -0.000305, -0.000397, -0.000336, -0.000366, -0.000305, -0.000397, -0.000244, -0.000366, -0.000214, -0.000336, -0.000244, -0.000153, -0.000244, -0.000122, -0.000122, -0.000061, -0.000031, -0.000092, 0.000000, -0.000122, 0.000092, -0.000061, 0.000305, 0.000031, 0.000214, 0.000061, 0.000092, 0.000153, -0.000061, 
0.000153, -0.000061, 0.000122, 0.000031, -0.000092, -0.000061, 0.000000, -0.000214, 0.000000, -0.000336, -0.000061, -0.000336, 0.000000, -0.000336, -0.000092, -0.000122, -0.000275, -0.000122, -0.000366, -0.000214, -0.000336, -0.000214, -0.000397, -0.000244, -0.000488, -0.000336, -0.000549, -0.000427, -0.000488, -0.000519, -0.000549, -0.000549, -0.000458, -0.000549, -0.000488, -0.000580, -0.000458, -0.000488, -0.000488, -0.000488, 
-0.000397, -0.000549, -0.000366, -0.000458, -0.000427, -0.000427, -0.000336, -0.000366, -0.000336, -0.000366, -0.000244, -0.000397, -0.000183, -0.000336, -0.000214, -0.000122, -0.000214, -0.000031, -0.000122, 0.000031, 0.000092, 0.000061, 0.000092, 0.000183, 0.000092, 0.000183, 0.000244, 0.000275, 0.000244, 0.000275, 0.000153, 0.000275, 0.000061, 0.000275, 0.000000, 0.000244, -0.000031, 0.000183, 0.000000, 0.000092, 
-0.000031, -0.000031, 0.000061, -0.000031, 0.000031, -0.000092, -0.000031, 0.000061, -0.000092, 0.000000, -0.000092, -0.000183, -0.000122, -0.000244, -0.000244, -0.000214, -0.000397, -0.000305, -0.000488, -0.000458, -0.000458, -0.000519, -0.000519, -0.000427, -0.000549, -0.000549, -0.000519, -0.000610, -0.000580, -0.000610, -0.000549, -0.000610, -0.000519, -0.000641, -0.000549, -0.000549, -0.000519, -0.000488, -0.000549, -0.000427, 
-0.000458, -0.000336, -0.000458, -0.000244, -0.000305, -0.000183, -0.000244, -0.000183, -0.000153, -0.000122, -0.000183, -0.000061, -0.000183, -0.000031, -0.000122, -0.000092, -0.000092, -0.000153, 0.000061, -0.000122, 0.000122, -0.000092, 0.000061, 0.000000, 0.000031, 0.000092, 0.000183, 0.000122, 0.000183, 0.000153, 0.000183, 0.000122, 0.000183, 0.000122, 0.000214, 0.000031, 0.000214, -0.000031, 0.000092, -0.000031, 
0.000031, -0.000031, -0.000122, -0.000092, -0.000153, -0.000183, -0.000244, -0.000214, -0.000397, -0.000336, -0.000305, -0.000519, -0.000275, -0.000519, -0.000366, -0.000519, -0.000397, -0.000549, -0.000397, -0.000580, -0.000458, -0.000549, -0.000549, -0.000488, -0.000519, -0.000427, -0.000427, -0.000458, -0.000458, -0.000458, -0.000336, -0.000427, -0.000366, -0.000305, -0.000336, -0.000397, -0.000305, -0.000427, -0.000183, -0.000336, 
-0.000305, -0.000366, -0.000366, -0.000244, -0.000244, -0.000244, -0.000122, -0.000305, -0.000061, -0.000214, -0.000092, -0.000031, 0.000000, 0.000031, 0.000031, 0.000061, 0.000000, 0.000122, 0.000031, 0.000122, 0.000061, 0.000122, 0.000183, 0.000000, 0.000122, 0.000092, -0.000031, 0.000153, -0.000122, 0.000061, -0.000061, -0.000061, 0.000061, -0.000061, -0.000031, 0.000031, -0.000092, -0.000061, -0.000183, -0.000214, 
